dataset,method,trial,dm,eps,depth,acc,date,sens,elapsed_ns
adult_clean,LlnRLNM,0,Max,0.01,2,0.7377846562016361,2024-06-27 14:46:10.732894,0.00873864618547329,1198907000.0
adult_clean,LlnRLNM,1,Max,0.01,2,0.698872429803228,2024-06-27 14:46:12.856131,0.00873864618547329,2060438000.0
adult_clean,LlnRLNM,2,Max,0.01,2,0.7448031844316674,2024-06-27 14:46:14.465111,0.00873864618547329,1573256000.0
adult_clean,LlnRLNM,3,Max,0.01,2,0.6738168951791242,2024-06-27 14:46:15.681516,0.00873864618547329,1189526000.0
adult_clean,LlnRLNM,4,Max,0.01,2,0.6269349845201239,2024-06-27 14:46:17.847340,0.00873864618547329,2127949000.0
adult_clean,LlnRLNM,5,Max,0.01,2,0.7306501547987616,2024-06-27 14:46:19.723732,0.00873864618547329,1841373000.0
adult_clean,LlnRLNM,6,Max,0.01,2,0.6886333480760726,2024-06-27 14:46:20.939398,0.00873864618547329,1189473000.0
adult_clean,LlnRLNM,7,Max,0.01,2,0.7142857142857143,2024-06-27 14:46:22.148493,0.00873864618547329,1182358000.0
adult_clean,LlnRLNM,8,Max,0.01,2,0.7291021671826625,2024-06-27 14:46:23.339362,0.00873864618547329,1165080000.0
adult_clean,LlnRLNM,9,Max,0.01,2,0.7410437859354269,2024-06-27 14:46:24.560939,0.00873864618547329,1194374000.0
adult_clean,LlnRLNM,10,Max,0.01,2,0.7380057483970816,2024-06-27 14:46:25.786055,0.00873864618547329,1195981000.0
adult_clean,LlnRLNM,11,Max,0.01,2,0.7457439752376741,2024-06-27 14:46:27.938830,0.00873864618547329,2118813000.0
adult_clean,LlnRLNM,12,Max,0.01,2,0.6932773109243697,2024-06-27 14:46:29.535120,0.00873864618547329,1566234000.0
adult_clean,LlnRLNM,13,Max,0.01,2,0.7892525431225121,2024-06-27 14:46:31.641976,0.00873864618547329,2073451000.0
adult_clean,LlnRLNM,14,Max,0.01,2,0.7083149049093321,2024-06-27 14:46:33.809218,0.00873864618547329,2118982000.0
adult_clean,LlnRLNM,15,Max,0.01,2,0.6649712516585582,2024-06-27 14:46:35.537125,0.00873864618547329,1694553000.0
adult_clean,LlnRLNM,16,Max,0.01,2,0.650375939849624,2024-06-27 14:46:37.314559,0.00873864618547329,1728973000.0
adult_clean,LlnRLNM,17,Max,0.01,2,0.7344095532950022,2024-06-27 14:46:38.513741,0.00873864618547329,1171249000.0
adult_clean,LlnRLNM,18,Max,0.01,2,0.7403803626713843,2024-06-27 14:46:40.455211,0.00873864618547329,1906060000.0
adult_clean,LlnRLNM,19,Max,0.01,2,0.7372843874391862,2024-06-27 14:46:42.558139,0.00873864618547329,2066591000.0
adult_clean,LlnRLNM,20,Max,0.01,2,0.709042670793721,2024-06-27 14:46:43.792365,0.00873864618547329,1204318000.0
adult_clean,LlnRLNM,21,Max,0.01,2,0.7189918195887686,2024-06-27 14:46:44.990174,0.00873864618547329,1172767000.0
adult_clean,LlnRLNM,22,Max,0.01,2,0.7954444935869085,2024-06-27 14:46:47.146332,0.00873864618547329,2115026000.0
adult_clean,LlnRLNM,23,Max,0.01,2,0.7302078726227333,2024-06-27 14:46:49.172964,0.00873864618547329,1907924000.0
adult_clean,LlnRLNM,24,Max,0.01,2,0.7271118973905352,2024-06-27 14:46:51.354914,0.00873864618547329,2153933000.0
adult_clean,LlnRLNM,25,Max,0.01,2,0.7631578947368421,2024-06-27 14:46:53.228841,0.00873864618547329,1832717000.0
adult_clean,LlnRLNM,26,Max,0.01,2,0.7781954887218046,2024-06-27 14:46:55.380600,0.00873864618547329,2109110000.0
